Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
8018-Oncorhynchus-keta-chum-salmon	8018	Oncorhynchus keta (chum salmon)	8018	vertebrate		8018	Orphans	Oncorhynchus keta (chum salmon)	Oncorhynchus keta	2024-07-15
8022-Oncorhynchus-mykiss-rainbow-trout	8022	Oncorhynchus mykiss (rainbow trout)	8022	vertebrate	UP000193380	8022	Representative	Oncorhynchus mykiss (rainbow trout)	Oncorhynchus mykiss	2024-07-15
8030-Salmo-salar-Atlantic-salmon	8030	Salmo salar (Atlantic salmon)	8030	vertebrate	UP000087266	8030	Representative	Salmo salar (Atlantic salmon)	Salmo salar	2024-07-15
8049-Gadus-morhua-Atlantic-cod	8049	Gadus morhua (Atlantic cod)	8049, 8053	vertebrate	UP000694546	8049	Representative	Gadus morhua (Atlantic cod)	Gadus morhua	2024-07-15
8090-Oryzias-latipes-Japanese-rice-fish	8090	Oryzias latipes (Japanese rice fish)	8090	vertebrate	UP000001038	8090	Representative	Oryzias latipes (Japanese rice fish)	Oryzias latipes	2024-07-15
8187-Lates-calcarifer-Asian-seabass	8187	Lates calcarifer (Asian seabass)	8187	vertebrate						2024-07-15
8236-Thunnus-albacares-yellowfin-tuna	8236	Thunnus albacares (yellowfin tuna)	8236	vertebrate						2024-07-15
8245-Xiphias-gladius-swordfish	8245	Xiphias gladius (swordfish)	8245	vertebrate						2024-07-15
8255-Paralichthys-olivaceus-bastard-halibut	8255	Paralichthys olivaceus (bastard halibut)	8255	vertebrate		8255	Orphans	Paralichthys olivaceus (bastard halibut)	Paralichthys olivaceus	2024-07-15
8355-Xenopus-laevis-clawed-frog	8355	Xenopus laevis (clawed frog)	8355	vertebrate	UP000186698	8355	Representative	Xenopus laevis (clawed frog)	Xenopus laevis	2024-07-15
8364-Xenopus-tropicalis-western-clawed-frog	8364	Xenopus tropicalis (western clawed frog)	8364	vertebrate	UP000008143	8364	Representative	Xenopus tropicalis (western clawed frog)	Xenopus tropicalis	2024-07-15
8554-Heloderma-suspectum-Gila-monster	8554	Heloderma suspectum (Gila monster)	8554	vertebrate		8554	Orphans	Heloderma suspectum (Gila monster)	Heloderma suspectum cinctum	2024-07-15
8613-Bungarus-fasciatus-banded-krait	8613	Bungarus fasciatus (banded krait)	8613	vertebrate		8613	Orphans	Bungarus fasciatus (banded krait)	Bungarus fasciatus	2024-07-15
8616-Bungarus-multicinctus-many-banded-krait	8616	Bungarus multicinctus (many-banded krait)	8616	vertebrate		8616	Orphans	Bungarus multicinctus (many-banded krait)	Bungarus multicinctus	2024-07-15
8624-Dendroaspis-polylepis	8624	Dendroaspis polylepis	8620	vertebrate		8624	Orphans	Dendroaspis polylepis	Dendroaspis polylepis polylepis	2024-07-15
8654-Naja-nigricollis-black-necked-spitting-cobra	8654	Naja nigricollis (black-necked spitting cobra)	8654	vertebrate		8654	Orphans	Naja nigricollis (black-necked spitting cobra)	Naja nigricollis	2024-07-15
8655-Naja-nivea-cape-cobra	8655	Naja nivea (cape cobra)	8655	vertebrate		8655	Orphans	Naja nivea (cape cobra)	Naja nivea	2024-07-15
8656-Naja-atra-Taiwan-cobra	8656	Naja atra (Taiwan cobra)	8656	vertebrate		8656	Orphans	Naja atra (Taiwan cobra)	Naja atra	2024-07-15
8657-Naja-oxiana-Oxus-cobra	8657	Naja oxiana (Oxus cobra)	8657	vertebrate		8657	Orphans	Naja oxiana (Oxus cobra)	Naja oxiana	2024-07-15
8658-Naja-pallida-red-spitting-cobra	8658	Naja pallida (red spitting cobra)	8658	vertebrate		8658	Orphans	Naja pallida (red spitting cobra)	Naja pallida	2024-07-15
8663-Notechis-scutatus-common-tiger-snake	8663	Notechis scutatus (common tiger snake)	8663	vertebrate	UP000504612	8663	Representative	Notechis scutatus (common tiger snake)	Notechis scutatus	2024-07-15
8665-Ophiophagus-hannah-king-cobra	8665	Ophiophagus hannah (king cobra)	8665	vertebrate	UP000018936	8665	Representative	Ophiophagus hannah (king cobra)	Ophiophagus hannah	2024-07-15
8668-Oxyuranus-scutellatus	8668	Oxyuranus scutellatus	8667	vertebrate		8668	Orphans	Oxyuranus scutellatus	Oxyuranus scutellatus	2024-07-15
8671-Pseudechis-porphyriacus-red-bellied-black-snake	8671	Pseudechis porphyriacus (red-bellied black snake)	8671	vertebrate		8671	Orphans	Pseudechis porphyriacus (red-bellied black snake)	Pseudechis porphyriacus	2024-07-15
8704-Vipera-ammodytes-sand-viper	8704	Vipera ammodytes (sand viper)	8704	vertebrate		8704	Orphans	Vipera ammodytes (sand viper)	Vipera ammodytes ammodytes	2024-07-15
8706-Vipera-aspis-aspic-viper	8706	Vipera aspis (aspic viper)	194601	vertebrate		8706	Orphans	Vipera aspis (aspic viper)	Vipera aspis aspis	2024-07-15
8722-Bothrops-asper-terciopelo	8722	Bothrops asper (terciopelo)	8722	vertebrate		8722	Orphans	Bothrops asper (terciopelo)	Bothrops asper	2024-07-15
8724-Bothrops-jararaca-jararaca	8724	Bothrops jararaca (jararaca)	8724	vertebrate	UP000681084	8724	Other	Bothrops jararaca (jararaca)	Bothrops jararaca	2024-07-15
8725-Bothrops-atrox-common-lancehead	8725	Bothrops atrox (common lancehead)	8725	vertebrate		8725	Orphans	Bothrops atrox (common lancehead)	Bothrops atrox	2024-07-15
8726-Bothrops-jararacussu-jararacussu	8726	Bothrops jararacussu (jararacussu)	8726	vertebrate		8726	Orphans	Bothrops jararacussu (jararacussu)	Bothrops jararacussu	2024-07-15
8731-Crotalus-durissus-cascabel	8731	Crotalus durissus (cascabel)	8732	vertebrate		8731	Orphans	Crotalus durissus (cascabel)	Crotalus durissus terrificus	2024-07-15
8752-Lachesis-muta-bushmaster	8752	Lachesis muta (bushmaster)	8753	vertebrate		8752	Orphans	Lachesis muta (bushmaster)	Lachesis muta muta	2024-07-15
8839-Anas-platyrhynchos-duck	8839	Anas platyrhynchos (duck)	8839	vertebrate	UP000296049	8839	Representative	Anas platyrhynchos (duck)	Anas platyrhynchos	2024-07-15
8845-Anser-cygnoides-Chinese-goose	8845	Anser cygnoides (Chinese goose)	8845	vertebrate	UP000694521	8845	Representative	Anser cygnoides (Chinese goose)	Anser cygnoides	2024-07-15
8855-Cairina-moschata-muscovy	8855	Cairina moschata (muscovy)	8855	vertebrate	UP000694556	1240228	Representative	Cairina moschata (muscovy)	Cairina moschata domestica	2024-07-15
8932-Columba-livia-carrier-pigeon	8932	Columba livia (carrier pigeon)	8932	vertebrate	UP000053872	8932	Representative	Columba livia (carrier pigeon)	Columba livia	2024-07-15
8996-Numida-meleagris-helmeted-guineafowl	8996	Numida meleagris (helmeted guineafowl)	8996	vertebrate	UP000243875	8996	Other	Numida meleagris (helmeted guineafowl)	Numida meleagris	2024-07-15
9014-Colinus-virginianus-bobwhite-quail	9014	Colinus virginianus (bobwhite quail)	9014	vertebrate		9014	Orphans	Colinus virginianus (bobwhite quail)	Colinus virginianus	2024-07-15
9031-Gallus-gallus-chicken	9031	Gallus gallus (chicken)	9031	vertebrate	UP000000539	9031	Representative	Gallus gallus (chicken)	Gallus gallus	2024-07-15
9054-Phasianus-colchicus-common-pheasant	9054	Phasianus colchicus (common pheasant)	9057	vertebrate	UP000472261	9054	Representative	Phasianus colchicus (common pheasant)	Phasianus colchicus	2024-07-15
9085-Catreus-wallichii-cheer-pheasant	9085	Catreus wallichii (cheer pheasant)	9085	vertebrate		9085	Orphans	Catreus wallichii (cheer pheasant)	Catreus wallichii	2024-07-15
9103-Meleagris-gallopavo-common-turkey	9103	Meleagris gallopavo (common turkey)	9103	vertebrate	UP000001645	9103	Representative	Meleagris gallopavo (common turkey)	Meleagris gallopavo	2024-07-15
9258-Ornithorhynchus-anatinus-duck-billed-platypus	9258	Ornithorhynchus anatinus (duck-billed platypus)	9258	vertebrate	UP000002279	9258	Representative	Ornithorhynchus anatinus (duck-billed platypus)	Ornithorhynchus anatinus	2024-07-15
9305-Sarcophilus-harrisii-Tasmanian-devil	9305	Sarcophilus harrisii (Tasmanian devil)	9305	vertebrate	UP000007648	9305	Representative	Sarcophilus harrisii (Tasmanian devil)	Sarcophilus harrisii	2024-07-15
9337-Trichosurus-vulpecula-common-brush-tailed-possum	9337	Trichosurus vulpecula (common brush-tailed possum)	9337	vertebrate		9337	Orphans	Trichosurus vulpecula (common brush-tailed possum)	Trichosurus vulpecula	2024-07-15
9402-Pteropus-alecto-black-flying-fox	9402	Pteropus alecto (black flying fox)	9402	vertebrate	UP000010552	9402	Representative	Pteropus alecto (black flying fox)	Pteropus alecto	2024-07-15
9483-Callithrix-jacchus-common-marmoset	9483	Callithrix jacchus (common marmoset)	9483	vertebrate	UP000008225	9483	Representative	Callithrix jacchus (common marmoset)	Callithrix jacchus	2024-07-15
9509-Ateles-geoffroyi-Central-American-spider-monkey	9509	Ateles geoffroyi (Central American spider monkey)	9509	vertebrate		9509	Orphans	Ateles geoffroyi (Central American spider monkey)	Ateles geoffroyi	2024-07-15
9534-Chlorocebus-aethiops-African-green-monkey	9534	Chlorocebus aethiops (African green monkey)	9534	vertebrate		9534	Orphans	Chlorocebus aethiops (African green monkey)	Chlorocebus aethiops	2024-07-15
9538-Erythrocebus-patas-hussar	9538	Erythrocebus patas (hussar)	9538	vertebrate		9538	Orphans	Erythrocebus patas (hussar)	Erythrocebus patas	2024-07-15
9541-Macaca-fascicularis-crab-eating-macaque	9541	Macaca fascicularis (crab eating macaque)	9541	vertebrate	UP000233100	9541	Representative	Macaca fascicularis (crab eating macaque)	Macaca fascicularis	2024-07-15
9544-Macaca-mulatta-rhesus-macaque	9544	Macaca mulatta (rhesus macaque)	9544	vertebrate	UP000006718	9544	Representative	Macaca mulatta (rhesus macaque)	Macaca mulatta	2024-07-15
9545-Macaca-nemestrina-pigtail-macaque	9545	Macaca nemestrina (pigtail macaque)	9545	vertebrate	UP000233120	9545	Representative	Macaca nemestrina (pigtail macaque)	Macaca nemestrina	2024-07-15
9548-Macaca-radiata-bonnet-macaque	9548	Macaca radiata (bonnet macaque)	9548	vertebrate		9548	Orphans	Macaca radiata (bonnet macaque)	Macaca radiata	2024-07-15
9556-Papio-cynocephalus-baboon	9556	Papio cynocephalus (baboon)	9556	vertebrate		9556	Orphans	Papio cynocephalus (baboon)	Papio cynocephalus	2024-07-15
9580-Hylobates-lar-white-handed-gibbon	9580	Hylobates lar (white-handed gibbon)	9580	vertebrate		9580	Orphans	Hylobates lar (white-handed gibbon)	Hylobates lar	2024-07-15
9593-Gorilla-gorilla	9593	Gorilla gorilla	9593, 9595	vertebrate	UP000001519	9595	Representative	Gorilla gorilla	Gorilla gorilla gorilla	2024-07-15
9597-Pan-paniscus-bonobo	9597	Pan paniscus (bonobo)	9597	vertebrate	UP000240080	9597	Representative	Pan paniscus (bonobo)	Pan paniscus	2024-07-15
9598-Pan-troglodytes-chimpanzee	9598	Pan troglodytes (chimpanzee)	9598	vertebrate	UP000002277	9598	Representative	Pan troglodytes (chimpanzee)	Pan troglodytes	2024-07-15
9600-Pongo-pygmaeus-Bornean-orangutan	9600	Pongo pygmaeus (Bornean orangutan)	9600	vertebrate		9600	Orphans	Pongo pygmaeus (Bornean orangutan)	Pongo pygmaeus	2024-07-15
9601-Pongo-abelii-Sumatran-orangutan	9601	Pongo abelii (Sumatran orangutan)	9601	vertebrate	UP000001595	9601	Representative	Pongo abelii (Sumatran orangutan)	Pongo abelii	2024-07-15
9606-Homo-sapiens-human	9606	Homo sapiens (human)	9606	vertebrate	UP000005640	9606	Representative	Homo sapiens (human)	Homo sapiens	2024-07-15
9612-Canis-lupus-wolf-or-dog	9612	Canis lupus (wolf or dog)	9615	vertebrate	UP000805418	9615	Representative	Canis lupus (wolf or dog)	Canis lupus familiaris	2024-07-15
9627-Vulpes-vulpes-silver-fox	9627	Vulpes vulpes (silver fox)	9627	vertebrate	UP000286640	9627	Representative	Vulpes vulpes (silver fox)	Vulpes vulpes	2024-07-15
9685-Felis-catus-cat	9685	Felis catus (cat)	9685	vertebrate	UP000011712	9685	Representative	Felis catus (cat)	Felis catus	2024-07-15
9755-Physeter-catodon-sperm-whale	9755	Physeter catodon (sperm whale)	9755	vertebrate	UP000248484	9755	Representative	Physeter catodon (sperm whale)	Physeter macrocephalus	2024-07-15
9785-Loxodonta-africana-African-bush-elephant	9785	Loxodonta africana (African bush elephant)	9785	vertebrate						2024-07-15
9796-Equus-caballus-domestic-horse	9796	Equus caballus (domestic horse)	9796	vertebrate	UP000002281	9796	Representative	Equus caballus (domestic horse)	Equus caballus	2024-07-15
9798-Equus-przewalskii-Przewalski-horse	9798	Equus przewalskii (Przewalski horse)	9798	vertebrate	UP000694949	9798	Other	Equus przewalskii (Przewalski horse)	Equus przewalskii	2024-07-15
9823-Sus-scrofa-pig	9823	Sus scrofa (pig)	9823, 9825	vertebrate	UP000008227	9823	Representative	Sus scrofa (pig)	Sus scrofa	2024-07-15
9837-Camelus-bactrianus-camel	9837	Camelus bactrianus (camel)	9837	vertebrate	UP000694950	9837	Representative	Camelus bactrianus (camel)	Camelus bactrianus	2024-07-15
9844-Lama-glama-llama	9844	Lama glama (llama)	9844	vertebrate		9844	Orphans	Lama glama (llama)	Lama glama	2024-07-15
9860-Cervus-elaphus-red-deer	9860	Cervus elaphus (red deer)	9860	vertebrate	UP000242450	46360	Representative	Cervus elaphus (red deer)	Cervus elaphus hippelaphus	2024-07-15
9874-Odocoileus-virginianus-white-tailed-deer	9874	Odocoileus virginianus (white-tailed deer)	9874	vertebrate	UP000504613	9880	Representative	Odocoileus virginianus (white-tailed deer)	Odocoileus virginianus texanus	2024-07-15
9913-Bos-taurus-bovine	9913	Bos taurus (bovine)	9913	vertebrate	UP000009136	9913	Representative	Bos taurus (bovine)	Bos taurus	2024-07-15
9925-Capra-hircus-domestic-goat	9925	Capra hircus (domestic goat)	9925	vertebrate	UP000291000	9925	Representative	Capra hircus (domestic goat)	Capra hircus	2024-07-15
9940-Ovis-aries-domestic-sheep	9940	Ovis aries (domestic sheep)	9940	vertebrate	UP000002356	9940	Representative	Ovis aries (domestic sheep)	Ovis aries	2024-07-15
9978-Ochotona-princeps-southern-American-pika	9978	Ochotona princeps (southern American pika)	9978	vertebrate		9978	Orphans	Ochotona princeps (southern American pika)	Ochotona princeps	2024-07-15
9986-Oryctolagus-cuniculus-rabbit	9986	Oryctolagus cuniculus (rabbit)	9986	vertebrate	UP000001811	9986	Representative	Oryctolagus cuniculus (rabbit)	Oryctolagus cuniculus	2024-07-15
10029-Cricetulus-griseus-Chinese-hamsters	10029	Cricetulus griseus (Chinese hamsters)	10029	vertebrate	UP000001075	10029	Representative	Cricetulus griseus (Chinese hamsters)	Cricetulus griseus	2024-07-15
10036-Mesocricetus-auratus-Syrian-golden-hamster	10036	Mesocricetus auratus (Syrian golden hamster)	10036	vertebrate	UP000189706	10036	Representative	Mesocricetus auratus (Syrian golden hamster)	Mesocricetus auratus	2024-07-15
10042-Peromyscus-maniculatus-North-American-deer-mouse	10042	Peromyscus maniculatus (North American deer mouse)	10042	vertebrate	UP000504601	230844	Representative	Peromyscus maniculatus (North American deer mouse)	Peromyscus maniculatus bairdii	2024-07-15
10090-Mus-musculus-mouse	10090	Mus musculus (mouse)	10090, 10092, 39442, 57486, 10000000, 10000055, 10000067, 10000225, 10000632, 10001019	vertebrate	UP000000589	10090	Representative	Mus musculus (mouse)	Mus musculus	2024-07-15
10116-Rattus-norvegicus-brown-rat	10116	Rattus norvegicus (brown rat)	10116, 10000662, 10001133, 10001412	vertebrate	UP000002494	10116	Representative	Rattus norvegicus (brown rat)	Rattus norvegicus	2024-07-15
10141-Cavia-porcellus-guinea-pig	10141	Cavia porcellus (guinea pig)	10141	vertebrate	UP000005447	10141	Representative	Cavia porcellus (guinea pig)	Cavia porcellus	2024-07-15
10224-Saccoglossus-kowalevskii	10224	Saccoglossus kowalevskii	10224	other-eukaryote	UP000694865	10224	Other	Saccoglossus kowalevskii	Saccoglossus kowalevskii	2024-07-15
10243-Cowpox-virus	10243	Cowpox virus	10243, 265872, 10000571	virus	UP000113999	10243	Other	Cowpox virus	Cowpox virus	2024-07-15
10244-Monkeypox-virus-monkey-pox-virus	10244	Monkeypox virus (monkey pox virus)	10244, 10000386	virus	UP000516359	10244	Representative	Monkeypox virus (monkey pox virus)	Monkeypox virus	2024-07-15
10245-Vaccinia-virus-vaccinia-virus-VV	10245	Vaccinia virus (vaccinia virus VV)	10245, 10247, 10248, 10249, 10251, 10253, 10254, 31531, 32605, 32606, 126794, 201444, 332193, 397342, 467144, 502057, 696871, 10000388, 10001027, 10001973	virus	UP000000344	10254	Representative	Vaccinia virus (vaccinia virus VV)	Vaccinia virus (strain Western Reserve)	2024-07-15
10255-Variola-virus-smallpox-virus	10255	Variola virus (smallpox virus)	10255, 12870, 53258, 587200, 10000390	virus	UP000002060	587200	Representative	Variola virus (smallpox virus)	Variola virus (isolate Human/India/Ind3/1967)	2024-07-15
10258-Orf-virus-Contagious-pustular-dermatitis-virus	10258	Orf virus (Contagious pustular dermatitis virus)	10258, 75325	virus	UP000000870	647330	Representative	Orf virus (Contagious pustular dermatitis virus)	Orf virus (strain Goat/Texas/SA00/2000)	2024-07-15
10261-Fowlpox-virus-Avipoxvirus-clade-A1	10261	Fowlpox virus (Avipoxvirus clade A1)	10261, 928301	virus	UP000008597	928301	Representative	Fowlpox virus (Avipoxvirus clade A1)	Fowlpox virus (strain NVSL)	2024-07-15
10273-Myxoma-virus-myxoma-virus-MYX	10273	Myxoma virus (myxoma virus MYX)	10273	virus	UP000000867	31530	Representative	Myxoma virus (myxoma virus MYX)	Myxoma virus (strain Lausanne)	2024-07-15
10276-Swinepox-virus	10276	Swinepox virus	10276	virus	UP000000871	300880	Representative	Swinepox virus	Swinepox virus (strain Swine/Nebraska/17077-99/1999)	2024-07-15
10298-Human-herpesvirus-1	10298	Human herpesvirus 1	10298, 10299, 10301, 10303, 10304, 10306, 10308, 10309, 37107, 10000394, 10000396, 10000398	virus	UP000009294	10299	Representative	Human herpesvirus 1	Human herpesvirus 1 (strain 17)	2024-07-15
10310-Human-herpesvirus-2	10310	Human herpesvirus 2	10310, 10312, 10313, 10315	virus	UP000001874	10315	Representative	Human herpesvirus 2	Human herpesvirus 2 (strain HG52)	2024-07-15
10320-Bovine-alphaherpesvirus-1-Bovine-herpesvirus-1	10320	Bovine alphaherpesvirus 1 (Bovine herpesvirus 1)	10320, 10323, 10324, 79889, 10000404	virus	UP000144590	10320	Representative	Bovine alphaherpesvirus 1 (Bovine herpesvirus 1)	bovine alphaherpesvirus 1	2024-07-15
10326-Equid-alphaherpesvirus-1-Equid-herpesvirus-1	10326	Equid alphaherpesvirus 1 (Equid herpesvirus 1)	10326	virus	UP000001189	31520	Representative	Equid alphaherpesvirus 1 (Equid herpesvirus 1)	Equine herpesvirus 1 (strain Ab4p)	2024-07-15
10331-Equid-alphaherpesvirus-4-Equid-herpesvirus-4	10331	Equid alphaherpesvirus 4 (Equid herpesvirus 4)	10331, 10000405	virus	UP000009245	10333	Other	Equid alphaherpesvirus 4 (Equid herpesvirus 4)	Equine herpesvirus 4 (strain 1942)	2024-07-15
10335-Human-herpesvirus-3-Varicella-zoster-virus	10335	Human herpesvirus 3 (Varicella-zoster virus)	10335, 10338, 341980, 10000406	virus	UP000002602	10338	Representative	Human herpesvirus 3 (Varicella-zoster virus)	Varicella-zoster virus (strain Dumas)	2024-07-15
10345-Suid-alphaherpesvirus-1-Alphaherpesvirus-pseudorabies-virus-PRV	10345	Suid alphaherpesvirus 1 (Alphaherpesvirus pseudorabies virus PRV)	10345, 10349, 33703	virus	UP000154030	10345	Representative	Suid alphaherpesvirus 1 (Alphaherpesvirus pseudorabies virus PRV)	Suid alphaherpesvirus 1	2024-07-15
10359-Human-herpesvirus-5-Human-cytomegalovirus	10359	Human herpesvirus 5 (Human cytomegalovirus)	10359, 10360, 10363, 295027, 311339, 10000408, 10001627	virus	UP000000938	295027	Representative	Human herpesvirus 5 (Human cytomegalovirus)	Human cytomegalovirus (strain Merlin)	2024-07-15
10366-Murid-betaherpesvirus-1-Mouse-cytomegalovirus-1	10366	Murid betaherpesvirus 1 (Mouse cytomegalovirus 1)	10366, 10367, 69156, 524651, 10000411, 10000412, 10000413, 10000414, 10001396	virus	UP000008774	10367	Representative	Murid betaherpesvirus 1 (Mouse cytomegalovirus 1)	Murid herpesvirus 1 (strain Smith)	2024-07-15
10373-Macaca-mulatta-cytomegalovirus	10373	Macaca mulatta cytomegalovirus	10373	virus		10373	Orphans	Macaca mulatta cytomegalovirus	Macaca mulatta cytomegalovirus	2024-07-15
10376-Human-herpesvirus-4-Epstein-Barr-virus	10376	Human herpesvirus 4 (Epstein Barr virus)	10376, 10377, 10378, 12509, 31525, 36352, 82830, 10000420, 10000421, 10000424, 10000427, 10000429, 10002922	virus	UP000153037	10377	Representative	Human herpesvirus 4 (Epstein Barr virus)	Epstein-Barr virus (strain B95-8)	2024-07-15
10390-Gallid-alphaherpesvirus-2-Gallid-herpesvirus-2	10390	Gallid alphaherpesvirus 2 (Gallid herpesvirus 2)	10390, 33707, 10002410	virus	UP000008072	10389	Representative	Gallid alphaherpesvirus 2 (Gallid herpesvirus 2)	Gallid herpesvirus 2 (strain Chicken/Md5/ATCC VR-987)	2024-07-15
10407-Hepatitis-B-virus-Human-hepatitis-B-virus	10407	Hepatitis B virus (Human hepatitis B virus)	10407, 10408, 10409, 10410, 10411, 10412, 10414, 10415, 10418, 10419, 45410, 106820, 106821, 391646, 391647, 391650, 480116, 482134, 489455, 489460, 489469, 490133, 2764122, 2847137, 10000431, 10000432, 10000436, 10000437, 10001156	virus	UP000007930	490133	Representative	Hepatitis B virus (Human hepatitis B virus)	Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979)	2024-07-15
10479-Thermoproteus-tenax-virus-1-Thermoproteus-phage-1	10479	Thermoproteus tenax virus 1 (Thermoproteus phage 1)	10479	virus	UP000009250	10480	Representative	Thermoproteus tenax virus 1 (Thermoproteus phage 1)	Thermoproteus tenax virus 1 (strain KRA1)	2024-07-15
10497-African-swine-fever-virus-African-swine-fever-virus-ASF	10497	African swine fever virus (African swine fever virus ASF)	10497, 10498, 874269, 10002450, 10002502, 10002570, 10002870, 10003010	virus	UP000000624	10498	Representative	African swine fever virus (African swine fever virus ASF)	African swine fever virus (strain Badajoz 1971 Vero-adapted)	2024-07-15
10537-Canine-mastadenovirus-A-Canine-adenovirus	10537	Canine mastadenovirus A (Canine adenovirus)	10514	virus	UP000126130	10512	Representative	Canine mastadenovirus A (Canine adenovirus)	Canine adenovirus 1	2024-07-15
10561-Xipapillomavirus-1-Bovine-papillomavirus---3	10561	Xipapillomavirus 1 (Bovine papillomavirus - 3)	10562	virus	UP000126963	714200	Representative	Xipapillomavirus 1 (Bovine papillomavirus - 3)	Bos taurus papillomavirus 11	2024-07-15
10566-Human-papillomavirus-Human-Papilloma-Virus	10566	Human papillomavirus (Human Papilloma Virus)	10566	virus	UP000126093	10566	Representative	Human papillomavirus (Human Papilloma Virus)	Human papillomavirus	2024-07-15
10574-Monkey-B-lymphotropic-papovavirus	10574	Monkey B-lymphotropic papovavirus	10574	virus	UP000173801	10574	Other	Monkey B-lymphotropic papovavirus	Monkey B-lymphotropic papovavirus	2024-07-15
10623-Kappapapillomavirus-2-Cottontail-rabbit-SHOPE-PAPILLOMAVIRUS	10623	Kappapapillomavirus 2 (Cottontail rabbit (SHOPE) PAPILLOMAVIRUS)	10623	virus	UP000008787	31553	Representative	Kappapapillomavirus 2 (Cottontail rabbit (SHOPE) PAPILLOMAVIRUS)	Cottontail rabbit papillomavirus (strain Kansas)	2024-07-15
10632-JC-polyomavirus-Human-polyomavirus-type-JC	10632	JC polyomavirus (Human polyomavirus (type JC))	10632, 10001762	virus	UP000098082	10632	Other	JC polyomavirus (Human polyomavirus (type JC))	JC polyomavirus	2024-07-15
10665-Tequatrovirus-T4-Escherichia-virus-T4	10665	Tequatrovirus T4 (Escherichia virus T4)	10665	virus	UP000009087	10665	Representative	Tequatrovirus T4 (Escherichia virus T4)	Enterobacteria phage T4	2024-07-15
10678-Punavirus-P1-Escherichia-virus-P1	10678	Punavirus P1 (Escherichia virus P1)	10678	virus	UP000008091	2886926	Representative	Punavirus P1 (Escherichia virus P1)	Escherichia phage P1	2024-07-15
10703-Corynephage-beta-Corynebacteriophage-beta	10703	Corynephage beta (Corynebacteriophage beta)	10703	virus		10703	Orphans	Corynephage beta (Corynebacteriophage beta)	Corynephage beta	2024-07-15
10710-Lambdavirus-lambda-Escherichia-virus-Lambda	10710	Lambdavirus lambda (Escherichia virus Lambda)	10710	virus	UP000001711	2681611	Representative	Lambdavirus lambda (Escherichia virus Lambda)	Escherichia phage lambda	2024-07-15
10754-Lederbergvirus-P22-Salmonella-virus-P22	10754	Lederbergvirus P22 (Salmonella virus P22)	10754	virus	UP000001795	10754	Representative	Lederbergvirus P22 (Salmonella virus P22)	Salmonella phage P22	2024-07-15
10847-Sinsheimervirus-phiX174-Escherichia-virus-phiX174	10847	Sinsheimervirus phiX174 (Escherichia virus phiX174)	10847	virus	UP000005893	1217068	Representative	Sinsheimervirus phiX174 (Escherichia virus phiX174)	Enterobacteria phage phiX174	2024-07-15
10864-Enterobacteria-phage-fd-Bacteriophage-fd	10864	Enterobacteria phage fd (Bacteriophage fd)	10864	virus		10864	Orphans	Enterobacteria phage fd (Bacteriophage fd)	Enterobacteria phage fd	2024-07-15
10879-Cystovirus-phi6-Pseudomonas-virus-phi6	10879	Cystovirus phi6 (Pseudomonas virus phi6)	10879	virus	UP000002610	2928686	Representative	Cystovirus phi6 (Pseudomonas virus phi6)	Pseudomonas phage phi6	2024-07-15
10891-Reovirus-sp-Reovirus	10891	Reovirus sp. (Reovirus)	10891	virus		10891	Orphans	Reovirus sp. (Reovirus)	Reovirus sp	2024-07-15
10995-Infectious-bursal-disease-virus-Gumboro-virus	10995	Infectious bursal disease virus (Gumboro virus)	10995, 10996, 10997, 31560, 10002707	virus	UP000007249	644440	Representative	Infectious bursal disease virus (Gumboro virus)	Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989)	2024-07-15
11002-Infectious-pancreatic-necrosis-virus-infectious-pancreatic-necrosis-virus-IPNV	11002	Infectious pancreatic necrosis virus (infectious pancreatic necrosis virus IPNV)	11002	virus	UP000007248	11003	Representative	Infectious pancreatic necrosis virus (infectious pancreatic necrosis virus IPNV)	Infectious pancreatic necrosis virus (strain Jasper)	2024-07-15
11021-Eastern-equine-encephalitis-virus-Eastern-equine-encephalomyelitis-virus	11021	Eastern equine encephalitis virus (Eastern equine encephalomyelitis virus)	11021, 11022, 10000439, 10002361, 10002891	virus	UP000008298	374598	Other	Eastern equine encephalitis virus (Eastern equine encephalomyelitis virus)	Eastern equine encephalitis virus (strain Florida 91-469)	2024-07-15
11029-Ross-River-virus	11029	Ross River virus	11029, 11032	virus	UP000006579	11031	Other	Ross River virus	Ross river virus (strain NB5092)	2024-07-15
11033-Semliki-Forest-virus	11033	Semliki Forest virus	11033	virus	UP000000570	11033	Representative	Semliki Forest virus	Semliki forest virus	2024-07-15
11034-Sindbis-virus	11034	Sindbis virus	11034	virus	UP000006710	11034	Representative	Sindbis virus	Sindbis virus	2024-07-15
11036-Venezuelan-equine-encephalitis-virus-Venezuelan-equine-encephalitis-VEE	11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	11036, 11037, 11038	virus	UP000008659	11038	Other	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	Venezuelan equine encephalitis virus (strain Trinidad donkey)	2024-07-15
