Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
5551	Trichophyton rubrum	UP000008864	559305	Representative	1	28	100.0	100.0
5580	Aureobasidium pullulans	UP000030706	1043002	Representative	1	1	100.0	100.0
5599	Alternaria alternata	UP000077248	5599	Representative	19	108	100.0	78.70370370370371
5659	Leishmania amazonensis		5659	All-proteins	3	23	66.66666666666666	26.08695652173913
5660	Leishmania braziliensis	UP000007258	5660	Reference	29	57	100.0	96.49122807017544
5661	Leishmania donovani	UP000601710	5661	Other	44	213	93.18181818181816	89.2018779342723
5664	Leishmania major	UP000000542	5664	Representative	84	389	98.8095238095238	91.25964010282776
5665	Leishmania mexicana	UP000007259	929439	Other	6	10	100.0	50.0
5667	Leishmania aethiopica		5667	All-proteins	4	85	75.0	30.58823529411765
5671	Leishmania infantum	UP000008153	5671	Reference	54	335	98.14814814814817	65.3731343283582
5679	Leishmania panamensis	UP000063063	5679	Other	7	18	100.0	94.44444444444444
5682	Leishmania pifanoi		5682	All-proteins	1	21	100.0	100.0
5691	Trypanosoma brucei	UP000008524	185431	Representative	14	98	92.85714285714286	7.142857142857142
5692	Trypanosoma congolense	UP000000702	1068625	Representative	1	1	0.0	0.0
5693	Trypanosoma cruzi	UP000002296	353153	Representative	793	174825	97.8562421185372	99.27870727870727
5699	Trypanosoma vivax	UP000009027	1055687	Representative	1	1	100.0	100.0
5722	Trichomonas vaginalis	UP000001542	412133	Reference	9	81	100.0	97.53086419753086
5741	Giardia intestinalis	UP000001548	184922	Representative	416	433	98.79807692307692	96.99769053117782
5755	Acanthamoeba castellanii	UP000011083	1257118	Representative	4	16	75.0	87.5
5759	Entamoeba histolytica	UP000001926	294381	Representative	145	224	100.0	95.98214285714286
5762	Naegleria gruberi	UP000006671	5762	Representative	1	1	100.0	100.0
5801	Eimeria acervulina		5801	All-proteins	1	1	100.0	0.0
5802	Eimeria tenella	UP000243681	5802	Other	3	10	66.66666666666666	0.0
5807	Cryptosporidium parvum	UP000006726	353152	Representative	137	145	99.27007299270072	97.24137931034484
5811	Toxoplasma gondii	UP000002226	432359	Representative	297	840	99.32659932659934	82.38095238095238
5821	Plasmodium berghei	UP000074855	5823	Representative	436	810	95.6422018348624	87.77777777777777
5824	Plasmodium brasilianum		5824	All-proteins	1	2	100.0	50.0
5825	Plasmodium chabaudi	UP000071118	31271	Other	4	9	100.0	77.77777777777779
5827	Plasmodium cynomolgi	UP000006319	1120755	Representative	2	2	100.0	100.0
5833	Plasmodium falciparum	UP000001450	36329	Representative	794	10479	99.74811083123426	0.6012024048096193
5850	Plasmodium knowlesi	UP000031513	5851	Representative	9	99	100.0	96.96969696969695
5855	Plasmodium vivax	UP000008333	126793	Representative	79	1631	97.46835443037976	74.1263028816677
5857	Plasmodium fragile	UP000054561	5857	Other	1	8	100.0	100.0
5858	Plasmodium malariae	UP000219813	5858	Representative	1	1	100.0	100.0
5861	Plasmodium yoelii	UP000008553	73239	Representative	55	269	98.1818181818182	96.6542750929368
5865	Babesia bovis	UP000002173	5865	Representative	14	89	100.0	77.52808988764045
5866	Babesia bigemina	UP000033188	5866	Representative	3	7	100.0	57.14285714285714
5868	Babesia microti	UP000002899	1133968	Representative	4	16	100.0	87.5
5872	Theileria equi	UP000031512	1537102	Representative	2	126	100.0	90.47619047619048
5874	Theileria annulata	UP000001950	5874	Representative	4	5	100.0	100.0
5875	Theileria parva	UP000001949	5875	Representative	168	419	97.61904761904762	84.48687350835323
5877	Theileria sergenti		5877	All-proteins	6	31	100.0	90.32258064516128
5970	Exophiala dermatitidis	UP000007304	858893	Representative	1	1	100.0	100.0
6035	Encephalitozoon cuniculi	UP000000819	284813	Representative	35	36	100.0	94.44444444444444
6100	Aequorea victoria		6100	All-proteins	1	10	100.0	100.0
6182	Schistosoma japonicum	UP000311919	6182	Representative	81	2094	79.01234567901234	55.587392550143264
6183	Schistosoma mansoni	UP000008854	6183	Representative	139	8307	94.24460431654676	96.68953894306009
6184	Schistosoma bovis	UP000290809	6184	Representative	1	2	100.0	50.0
6185	Schistosoma haematobium	UP000471633	6185	Representative	4	4	75.0	50.0
6192	Fasciola hepatica	UP000230066	6192	Representative	24	671	100.0	72.28017883755588
6198	Opisthorchis viverrini	UP000054324	6198	Representative	1	4	100.0	0.0
6203	Taenia ovis		6203	All-proteins	1	8	100.0	100.0
6204	Taenia solium		6204	All-proteins	10	40	90.0	95.0
6206	Taenia saginata		6206	All-proteins	7	13	100.0	100.0
6207	Taenia crassiceps		6207	All-proteins	3	12	100.0	41.66666666666667
6210	Echinococcus granulosus	UP000019149	6210	Representative	12	121	100.0	90.08264462809916
6211	Echinococcus multilocularis		6211	All-proteins	5	38	100.0	100.0
6238	Caenorhabditis briggsae	UP000008549	6238	Representative	2	2	100.0	100.0
6239	Caenorhabditis elegans	UP000001940	6239	Representative	11	11	100.0	100.0
6248	Strongyloides stercoralis	UP000035681	6248	Representative	1	1	100.0	0.0
6252	Ascaris lumbricoides	UP000036681	6252	Other	15	16	26.666666666666668	87.5
6253	Ascaris suum		6253	All-proteins	121	290	100.0	100.0
6269	Anisakis simplex	UP000267096	6269	Representative	6	122	100.0	81.14754098360656
6279	Brugia malayi	UP000006672	6279	Representative	9	16	100.0	56.25
6282	Onchocerca volvulus	UP000024404	6282	Representative	190	7766	98.42105263157896	97.68220448107134
6293	Wuchereria bancrofti	UP000270924	6293	Representative	4	15	100.0	46.66666666666666
6299	Litomosoides carinii		6299	All-proteins	1	3	100.0	66.66666666666666
6313	Angiostrongylus cantonensis	UP000035642	6313	Representative	1	82	100.0	60.97560975609756
6334	Trichinella spiralis	UP000054776	6334	Representative	5	39	100.0	92.3076923076923
6339	Heligmosomoides polygyrus	UP000050761	6339	Other	1	2	100.0	100.0
6421	Hirudo medicinalis		6421	All-proteins	2	3	100.0	100.0
6454	Haliotis rufescens		6454	All-proteins	1	1	100.0	100.0
6491	Conus geographus		6491	All-proteins	3	45	100.0	100.0
6492	Conus magus		6492	All-proteins	1	10	100.0	100.0
6493	Conus striatus		6493	All-proteins	1	15	100.0	100.0
6495	Conus tulipa		6495	All-proteins	1	1	100.0	100.0
6661	Artemia franciscana		6661	All-proteins	1	2	100.0	100.0
6687	Penaeus monodon		6687	All-proteins	2	32	100.0	100.0
6689	Penaeus vannamei	UP000283509	6689	Representative	5	338	100.0	85.79881656804734
6690	Penaeus aztecus		6690	All-proteins	2	191	100.0	100.0
6728	Procambarus clarkii		6728	All-proteins	1	3	100.0	100.0
6761	Scylla serrata		6761	All-proteins	1	13	100.0	100.0
6819	Euphausia superba		6819	All-proteins	1	12	100.0	100.0
6850	Limulus polyphemus		6850	All-proteins	1	1	100.0	100.0
6853	Tachypleus tridentatus		6853	All-proteins	1	1	100.0	100.0
6858	Androctonus australis		6858	All-proteins	6	126	100.0	99.20634920634922
6859	Androctonus mauritanicus		6859	All-proteins	1	1	100.0	100.0
6878	Centruroides noxius		6878	All-proteins	4	14	100.0	71.42857142857143
6887	Tityus serrulatus		6887	All-proteins	6	130	100.0	100.0
6925	Latrodectus tredecimguttatus		6925	All-proteins	1	1	100.0	100.0
6938	Ornithodoros moubata		6938	All-proteins	1	51	100.0	100.0
6941	Rhipicephalus microplus	UP000821866	6941	Other	4	5	100.0	80.0
6945	Ixodes scapularis	UP000001555	6945	Representative	2	23	100.0	100.0
6954	Dermatophagoides farinae	UP000790347	6954	Representative	123	1422	82.92682926829268	80.37974683544303
6956	Dermatophagoides pteronyssinus	UP000515146	6956	Representative	165	2337	67.27272727272727	71.15960633290544
6958	Euroglyphus maynei	UP000194236	6958	Representative	1	40	100.0	90.0
6973	Blattella germanica	UP000245037	6973	Other	60	1848	100.0	69.37229437229438
6978	Periplaneta americana		6978	All-proteins	14	117	100.0	100.0
7004	Locusta migratoria		7004	All-proteins	1	1	100.0	100.0
7108	Spodoptera frugiperda		7108	All-proteins	1	1	0.0	0.0
7130	Manduca sexta	UP000791440	7130	Representative	1	3	100.0	100.0
7137	Galleria mellonella	UP000504614	7137	Representative	2	2	100.0	50.0
7154	Chironomus thummi		7154	All-proteins	7	186	100.0	100.0
7160	Aedes albopictus	UP000249989	7160	Representative	1	24	100.0	83.33333333333334
7165	Anopheles gambiae	UP000007062	7165	Representative	5	14	100.0	100.0
7227	Drosophila melanogaster	UP000000803	7227	Representative	15	30	100.0	96.66666666666669
7234	Drosophila persimilis	UP000008744	7234	Representative	1	1	100.0	100.0
7237	Drosophila pseudoobscura	UP000001819	46245	Representative	1	1	100.0	0.0
7386	Sarcophaga peregrina		7386	All-proteins	1	1	100.0	100.0
7394	Glossina morsitans	UP000092444	37546	Other	3	3	66.66666666666666	0.0
7441	Dolichovespula maculata		7441	All-proteins	1	20	100.0	100.0
7444	Vespa basalis		7444	All-proteins	1	1	100.0	100.0
7453	Vespula maculifrons		7453	All-proteins	1	1	100.0	100.0
7454	Vespula vulgaris	UP000614350	7454	Representative	4	205	100.0	87.8048780487805
7460	Apis mellifera	UP000005203	7460	Representative	6	139	83.33333333333334	99.28057553956836
7515	Ctenocephalides felis		7515	All-proteins	1	2	100.0	100.0
7719	Ciona intestinalis	UP000008144	7719	Representative	2	3	100.0	33.33333333333333
7741	Branchiostoma belcheri	UP000515135	7741	Representative	1	1	100.0	100.0
7787	Tetronarce californica		7787	All-proteins	9	296	100.0	95.6081081081081
7788	Torpedo marmorata		7788	All-proteins	1	6	100.0	100.0
7955	Danio rerio	UP000000437	7955	Representative	9	9	100.0	88.88888888888889
7957	Carassius auratus	UP000515129	7957	Representative	3	5	100.0	100.0
7959	Ctenopharyngodon idella		7959	All-proteins	1	1	100.0	100.0
7962	Cyprinus carpio	UP001108240	630221	Representative	3	10	100.0	100.0
8005	Electrophorus electricus	UP000314983	8005	Representative	2	3	100.0	100.0
8018	Oncorhynchus keta		8018	All-proteins	1	6	100.0	100.0
8022	Oncorhynchus mykiss	UP000193380	8022	Representative	1	1	100.0	100.0
8030	Salmo salar	UP000087266	8030	Representative	3	67	100.0	91.04477611940298
8049	Gadus morhua	UP000694546	8049	Representative	4	98	100.0	80.61224489795919
8090	Oryzias latipes	UP000001038	8090	Representative	2	2	100.0	100.0
8255	Paralichthys olivaceus		8255	All-proteins	1	1	100.0	100.0
8355	Xenopus laevis	UP000186698	8355	Representative	9	9	100.0	88.88888888888889
8364	Xenopus tropicalis	UP000008143	8364	Representative	4	4	100.0	100.0
8554	Heloderma suspectum		8554	All-proteins	1	1	100.0	100.0
8613	Bungarus fasciatus		8613	All-proteins	1	1	100.0	100.0
8616	Bungarus multicinctus		8616	All-proteins	5	24	100.0	75.0
8624	Dendroaspis polylepis		8624	All-proteins	1	148	100.0	100.0
8654	Naja nigricollis		8654	All-proteins	2	8	100.0	0.0
8655	Naja nivea		8655	All-proteins	1	11	100.0	100.0
8656	Naja atra		8656	All-proteins	14	53	100.0	100.0
8657	Naja oxiana		8657	All-proteins	1	4	100.0	100.0
8658	Naja pallida		8658	All-proteins	1	1	100.0	100.0
8663	Notechis scutatus	UP000504612	8663	Representative	2	2	100.0	0.0
8668	Oxyuranus scutellatus		8668	All-proteins	2	4	100.0	100.0
8671	Pseudechis porphyriacus		8671	All-proteins	1	3	100.0	100.0
8704	Vipera ammodytes		8704	All-proteins	1	1	100.0	100.0
8706	Vipera aspis		8706	All-proteins	1	3	100.0	0.0
8722	Bothrops asper		8722	All-proteins	1	66	100.0	100.0
8724	Bothrops jararaca	UP000681084	8724	Other	1	194	100.0	93.81443298969072
8725	Bothrops atrox		8725	All-proteins	1	66	100.0	100.0
8726	Bothrops jararacussu		8726	All-proteins	3	66	100.0	100.0
8731	Crotalus durissus		8731	All-proteins	4	60	100.0	100.0
8752	Lachesis muta		8752	All-proteins	1	127	100.0	100.0
8839	Anas platyrhynchos	UP000296049	8839	Representative	2	3	100.0	33.33333333333333
8845	Anser cygnoides	UP000694521	8845	Representative	1	2	100.0	100.0
8855	Cairina moschata	UP000694556	1240228	Representative	1	3	100.0	66.66666666666666
8932	Columba livia	UP000053872	8932	Representative	2	19	100.0	94.73684210526316
8996	Numida meleagris	UP000243875	8996	Other	1	1	0.0	0.0
9014	Colinus virginianus	UP000198419	9014	Other	1	8	100.0	87.5
9031	Gallus gallus	UP000000539	9031	Representative	2390	11227	99.6652719665272	96.98049345328226
9054	Phasianus colchicus	UP000472261	9054	Representative	1	1	100.0	100.0
9085	Catreus wallichii		9085	All-proteins	1	2	100.0	100.0
9103	Meleagris gallopavo	UP000001645	9103	Representative	5	9	100.0	77.77777777777779
9258	Ornithorhynchus anatinus	UP000002279	9258	Representative	1	1	100.0	100.0
9305	Sarcophilus harrisii	UP000007648	9305	Representative	5012	22239	99.561053471668	96.73996132919646
9337	Trichosurus vulpecula		9337	All-proteins	2	45	100.0	100.0
9402	Pteropus alecto	UP000010552	9402	Representative	8	13	100.0	53.84615384615385
9483	Callithrix jacchus	UP000008225	9483	Representative	3	5	100.0	100.0
9509	Ateles geoffroyi		9509	All-proteins	1	1	100.0	100.0
9534	Chlorocebus aethiops		9534	All-proteins	1	7	100.0	100.0
9538	Erythrocebus patas		9538	All-proteins	1	1	100.0	100.0
9541	Macaca fascicularis	UP000233100	9541	Representative	12	12	91.66666666666666	66.66666666666666
9544	Macaca mulatta	UP000006718	9544	Representative	9	9	100.0	100.0
9545	Macaca nemestrina	UP000233120	9545	Representative	1	1	100.0	100.0
9548	Macaca radiata		9548	All-proteins	3	14	100.0	100.0
9556	Papio cynocephalus		9556	All-proteins	1	1	0.0	0.0
9580	Hylobates lar		9580	All-proteins	1	1	100.0	100.0
9593	Gorilla gorilla	UP000001519	9595	Reference	5	9	100.0	100.0
9597	Pan paniscus	UP000240080	9597	Reference	1	1	100.0	100.0
9598	Pan troglodytes	UP000002277	9598	Representative	17	37	100.0	97.2972972972973
9600	Pongo pygmaeus		9600	All-proteins	2	2	0.0	0.0
9601	Pongo abelii	UP000001595	9601	Representative	2	2	100.0	100.0
9606	Homo sapiens	UP000005640	9606	Representative	110267	1507784	99.7442571213509	99.2902166358046
9612	Canis lupus	UP000694391	286419	Representative	1268	2202	99.9211356466877	87.10263396911898
9627	Vulpes vulpes	UP000286640	9627	Representative	1	1	100.0	0.0
9685	Felis catus	UP000011712	9685	Representative	17	235	100.0	89.36170212765957
9755	Physeter catodon	UP000248484	9755	Representative	4	55	100.0	70.9090909090909
9796	Equus caballus	UP000002281	9796	Representative	9	206	100.0	69.90291262135922
9798	Equus przewalskii		9798	All-proteins	1	1	0.0	0.0
9823	Sus scrofa	UP000008227	9823	Representative	1334	17576	100.0	99.8293126991352
9844	Lama glama		9844	All-proteins	1	1	100.0	0.0
9860	Cervus elaphus	UP000242450	46360	Representative	2	5	100.0	0.0
9874	Odocoileus virginianus	UP000504613	9880	Representative	1	2	100.0	50.0
9913	Bos taurus	UP000009136	9913	Representative	480	5187	100.0	96.10564873722768
9925	Capra hircus	UP000291000	9925	Representative	3	13	100.0	100.0
9940	Ovis aries	UP000002356	9940	Representative	13	113	92.3076923076923	87.61061946902655
9978	Ochotona princeps		9978	All-proteins	1	1	0.0	0.0
9986	Oryctolagus cuniculus	UP000001811	9986	Representative	25	336	92.0	72.91666666666666
10029	Cricetulus griseus	UP000001075	10029	Representative	3	10	100.0	90.0
10036	Mesocricetus auratus	UP000189706	10036	Representative	5	144	100.0	96.5277777777778
10042	Peromyscus maniculatus	UP000504601	230844	Representative	1	1	100.0	100.0
10090	Mus musculus	UP000000589	10090	Representative	27665	97972	99.37827579974696	98.79965704486996
10116	Rattus norvegicus	UP000002494	10116	Representative	11359	34988	99.9119640813452	98.2851263290271
10141	Cavia porcellus	UP000005447	10141	Representative	13	161	100.0	90.06211180124224
10224	Saccoglossus kowalevskii		10224	All-proteins	1	1	100.0	100.0
10243	Cowpox virus	UP000113999	10243	Other	29	37	100.0	86.48648648648648
10244	Monkeypox virus	UP000516359	10244	Reference	8	13	100.0	100.0
10245	Vaccinia virus	UP000000344	10254	Representative	1318	22379	96.73748103186648	92.66276419857904
10255	Variola virus	UP000002060	587200	Reference	186	467	98.9247311827957	98.28693790149892
10258	Orf virus	UP000000870	647330	Representative	22	37	100.0	78.37837837837837
10261	Fowlpox virus	UP000008597	928301	Representative	9	9	88.88888888888889	88.88888888888889
10273	Myxoma virus	UP000291359	10273	Representative	5	6	100.0	100.0
10276	Swinepox virus	UP000000871	300880	Representative	2	2	100.0	100.0
10368	Human betaherpesvirus 6		10368	All-proteins	2	2	100.0	100.0
10373	Macaca mulatta cytomegalovirus		10373	All-proteins	2	150	100.0	100.0
10407	Hepatitis B virus	UP000007930	490133	Representative	404	4012	99.75247524752476	60.7926221335992
10493	Frog virus 3	UP000319751	10493	Representative	1	3	100.0	100.0
10497	African swine fever virus	UP000000624	10498	Representative	204	733	99.50980392156865	68.4856753069577
10537	Canine mastadenovirus A	UP000118097	10514	Representative	1	2	100.0	100.0
10561	Xipapillomavirus 1	UP000126963	714200	Representative	2	34	100.0	17.647058823529413
10566	Human papillomavirus	UP000126093	10566	Representative	5	10	100.0	0.0
10623	Kappapapillomavirus 2	UP000008787	31553	Representative	6	12	100.0	91.66666666666666
10665	Tequatrovirus T4	UP000009087	10665	Representative	2	26	100.0	100.0
10678	Punavirus P1	UP000008091	2886926	Representative	1	10	100.0	100.0
10703	Corynephage beta		10703	All-proteins	1	2	100.0	100.0
10710	Lambdavirus lambda	UP000001711	2681611	Representative	1	11	100.0	100.0
10754	Lederbergvirus P22	UP000001795	10754	Representative	2	5	100.0	100.0
10847	Sinsheimervirus phiX174	UP000005893	1217068	Representative	1	1	100.0	100.0
10864	Enterobacteria phage fd		10864	All-proteins	2	32	100.0	96.875
10879	Cystovirus phi6	UP000002610	2928686	Representative	1	7	100.0	100.0
10891	Reovirus sp.		10891	All-proteins	1	2	100.0	100.0
11021	Eastern equine encephalitis virus	UP000008298	374598	Other	13	89	100.0	70.78651685393258
11029	Ross River virus	UP000006579	11031	Other	3	37	100.0	78.37837837837837
11033	Semliki Forest virus	UP000000570	11033	Reference	4	54	100.0	98.14814814814817
11034	Sindbis virus	UP000006710	11034	Reference	7	22	100.0	50.0
11036	Venezuelan equine encephalitis virus	UP000131307	11036	Other	8	47	100.0	48.93617021276596
11039	Western equine encephalitis virus	UP000096692	11039	Other	3	6	100.0	83.33333333333334
11137	Human coronavirus 229E	UP000006716	11137	Representative	251	17717	100.0	73.51696111079754
11276	Vesicular stomatitis virus	UP000147073	11276	Representative	9	16	100.0	18.75
11292	Lyssavirus rabies	UP000166950	11292	Representative	38	166	100.0	60.24096385542169
11318	Thogotovirus dhoriense	UP000181622	11318	Other	1	1	100.0	100.0
11636	Reticuloendotheliosis virus	UP000098146	11636	Other	2	7	100.0	100.0
11642	Simian foamy virus	UP000154619	11642	Representative	7	49	100.0	48.97959183673469
11660	Caprine arthritis encephalitis virus	UP000203242	11661	Representative	14	42	100.0	54.761904761904766
11665	Equine infectious anemia virus		11665	All-proteins	24	381	100.0	99.73753280839895
11673	Feline immunodeficiency virus	UP000242267	11674	Representative	18	47	100.0	55.319148936170215
11676	Human immunodeficiency virus 1	UP000107234	11678	Representative	471	1606	100.0	48.567870485678704
11709	Human immunodeficiency virus 2	UP000007425	73484	Representative	31	96	100.0	55.208333333333336
11723	Simian immunodeficiency virus	UP000005623	11723	Representative	315	25081	99.68253968253968	18.691439735257763
11746	Jaagsiekte sheep retrovirus	UP000118907	11746	Other	1	1	100.0	100.0
11757	Mouse mammary tumor virus	UP000228400	11758	Reference	4	30	100.0	96.66666666666669
11768	Feline leukemia virus	UP000120560	11768	Other	3	21	100.0	61.90476190476191
11780	Snyder-Theilen feline sarcoma virus		11780	All-proteins	1	1	100.0	100.0
11786	Murine leukemia virus	UP000006625	928306	Reference	40	164	92.5	24.390243902439025
11809	Moloney murine sarcoma virus	UP000108184	11809	Other	1	4	100.0	0.0
11827	Human endogenous retrovirus	UP000147721	228277	Representative	4	12	75.0	8.333333333333332
11855	Mason-Pfizer monkey virus	UP000007228	11942	Other	2	7	100.0	57.14285714285714
11864	Avian leukosis virus	UP000002238	363745	Reference	11	17	90.9090909090909	17.647058823529413
11886	Rous sarcoma virus	UP000007183	11888	Other	3	10	100.0	100.0
11901	Bovine leukemia virus	UP000202838	11901	Representative	13	464	100.0	67.88793103448276
11966	Aids-associated retrovirus		11966	All-proteins	1	2	100.0	100.0
11976	Rabbit hemorrhagic disease virus	UP000000413	314536	Reference	4	19	100.0	73.68421052631578
11978	Feline calicivirus	UP000001098	292349	Reference	5	63	100.0	30.15873015873016
11983	Norwalk virus	UP000000826	524364	Reference	91	926	100.0	13.498920086393088
12064	Enterovirus E	UP000006566	12065	Other	4	19	100.0	84.21052631578947
12092	Hepatovirus A	UP000006724	12098	Reference	23	636	100.0	88.0503144654088
12110	Foot-and-mouth disease virus	UP000000682	649897	Reference	120	1834	100.0	34.405670665212654
12161	Beet yellows virus	UP000000359	478555	Representative	1	4	100.0	100.0
12162	Citrus tristeza virus	UP000204414	12162	Representative	3	7	100.0	0.0
12211	Plum pox virus	UP000006685	12213	Other	2	2	100.0	100.0
12216	Potato virus Y	UP000000520	12219	Reference	4	10	100.0	80.0
12232	Zucchini yellow mosaic virus	UP000008610	117128	Other	1	1	100.0	100.0
12242	Tobacco mosaic virus	UP000000522	12243	Representative	12	232	91.66666666666666	96.98275862068964
12305	Cucumber mosaic virus	UP000002502	12307	Representative	2	7	100.0	100.0
12455	Borna disease virus	UP000007804	928296	Representative	10	36	100.0	94.44444444444444
12475	Hepatitis delta virus	UP000006675	31762	Representative	30	368	100.0	37.22826086956522
12480	African green monkey polyomavirus	UP000173801	10574	Representative	1	1	100.0	100.0
12639	Duck hepatitis B virus	UP000007203	489543	Representative	10	296	100.0	80.74324324324324
12643	Ectromelia virus	UP000130118	1452750	Other	39	52	100.0	100.0
12721	Human immunodeficiency virus	UP000135747	12721	Representative	22	60	95.45454545454544	41.66666666666667
13101	Juniperus ashei		13101	All-proteins	2	74	100.0	100.0
13187	Parietaria officinalis		13187	All-proteins	1	3	100.0	0.0
13286	Theromyzon tessulatum		13286	All-proteins	1	1	0.0	0.0
13373	Burkholderia mallei	UP000006693	243160	Non-redundant	164	165	100.0	98.7878787878788
13415	Chamaecyparis obtusa		13415	All-proteins	5	128	100.0	98.4375
13451	Corylus avellana		13451	All-proteins	7	154	100.0	98.05194805194806
13469	Cupressus sempervirens		13469	All-proteins	3	24	100.0	100.0
13557	Hapalemur griseus		13557	All-proteins	1	1	100.0	100.0
13616	Monodelphis domestica	UP000002280	13616	Representative	2	4	100.0	100.0
13618	Myrmecia pilosula		13618	All-proteins	1	2	100.0	100.0
13677	Scomber scombrus		13677	All-proteins	1	1	100.0	100.0
13684	Parastagonospora nodorum	UP000001055	321614	Representative	2	2	100.0	100.0
13818	Adiantum capillus-veneris	UP000886520	13818	Other	1	1	0.0	0.0
15368	Brachypodium distachyon	UP000008810	15368	Representative	1	1	100.0	100.0
15957	Phleum pratense		15957	All-proteins	179	1962	99.4413407821229	93.42507645259938
16719	Juglans nigra		16719	All-proteins	2	24	100.0	100.0
27990	Plasmodium vivax-like sp.		27990	All-proteins	1	3	100.0	100.0
28035	Staphylococcus lugdunensis	UP000070063	28035	Non-redundant	5	5	100.0	100.0
28037	Streptococcus mitis	UP000013315	1239793	Non-redundant	1	1	100.0	100.0
28038	Latilactobacillus curvatus	UP000031010	28038	Non-redundant	1	1	100.0	100.0
28049	Acidothermus cellulolyticus	UP000008221	351607	Representative	2	2	100.0	100.0
28080	Campylobacter upsaliensis	UP000005813	888826	Non-redundant	1	1	100.0	100.0
28108	Alteromonas macleodii	UP000006295	1004785	Non-redundant	1	1	100.0	100.0
28116	Bacteroides ovatus	UP000005506	997886	Non-redundant	6	6	100.0	66.66666666666666
28130	Prevotella disiens	UP000003610	866771	Non-redundant	1	1	100.0	100.0
28131	Prevotella intermedia	UP000187195	1122984	Representative	1	3	100.0	33.33333333333333
28132	Prevotella melaninogenica	UP000267517	28132	Non-redundant	1	2	100.0	100.0
28137	Prevotella veroralis	UP000003327	649761	Representative	1	1	100.0	100.0
28151	Serratia proteamaculans	UP000192912	28151	Non-redundant	1	1	100.0	100.0
28172	Vibrio metschnikovii	UP000005604	675813	Other	1	1	100.0	100.0
28197	Aliarcobacter butzleri	UP000001136	367737	Representative	1	1	100.0	100.0
28227	Malacoplasma penetrans	UP000002522	272633	Representative	3	71	100.0	92.95774647887325
28295	Porcine epidemic diarrhea virus	UP000110085	28295	Representative	26	442	100.0	70.58823529411765
28300	Heron hepatitis B virus	UP000008679	28300	Other	1	1	100.0	100.0
28327	Murine rotavirus	UP000141373	28327	Representative	3	44	100.0	88.63636363636364
28375	Soil-borne wheat mosaic virus	UP000009270	652673	Representative	1	1	100.0	100.0
28446	Anaerotignum propionicum	UP000068026	991789	Non-redundant	2	2	50.0	0.0
28448	Komagataeibacter xylinus	UP000019231	1296990	Non-redundant	1	1	100.0	0.0
28450	Burkholderia pseudomallei	UP000000605	272560	Representative	112	938	100.0	99.14712153518124
28479	Phalaris aquatica		28479	All-proteins	3	29	100.0	100.0
28869	Ovine respiratory syncytial virus		28869	All-proteins	1	1	100.0	100.0
28871	Taterapox virus	UP000139570	28871	Other	3	5	100.0	100.0
28873	Camelpox virus	UP000107153	203172	Representative	65	169	100.0	100.0
28875	Rotavirus A	UP000006581	10962	Representative	72	257	100.0	55.6420233463035
28901	Salmonella enterica	UP000001014	99287	Representative	520	655	94.6153846153846	73.89312977099237
28903	Mycoplasmopsis bovis	UP000008713	289397	Non-redundant	4	12	100.0	100.0
28909	Cynodon dactylon		28909	All-proteins	9	171	100.0	93.56725146198828
29073	Ursus maritimus	UP000261680	29073	Representative	1	1	100.0	100.0
29159	Crassostrea gigas	UP000005408	29159	Representative	5	26	100.0	92.3076923076923
29170	Ancylostoma caninum	UP000252519	29170	Representative	1	1	100.0	100.0
29176	Neospora caninum	UP000007494	572307	Representative	2	84	100.0	91.66666666666666
29271	Dasheen mosaic virus	UP000203176	29271	Other	1	1	100.0	0.0
29292	Pyrococcus abyssi	UP000000810	272844	Other	1	1	100.0	100.0
29320	Paenarthrobacter nicotinovorans	UP000078426	29320	Other	1	3	100.0	0.0
29355	Ruminiclostridium cellobioparum	UP000014155	1195236	Representative	1	1	100.0	100.0
29362	Ruminiclostridium papyrosolvens	UP000003860	588581	Other	1	1	100.0	100.0
29380	Staphylococcus caprae	UP000003152	525378	Non-redundant	81	173	85.18518518518519	98.84393063583816
29388	Staphylococcus capitis	UP000291949	29388	Non-redundant	12	18	100.0	100.0
29430	Acinetobacter haemolyticus	UP000003085	707232	Non-redundant	1	1	100.0	100.0
29438	Pseudomonas savastanoi	UP000000551	264730	Non-redundant	1	1	100.0	100.0
29442	Pseudomonas tolaasii	UP000549134	29442	Non-redundant	2	2	100.0	100.0
29447	Xanthomonas albilineans	UP000001890	380358	Representative	1	1	100.0	100.0
29459	Brucella melitensis	UP000000419	224914	Non-redundant	154	666	100.0	99.69969969969968
29461	Brucella suis	UP000325361	644346	Representative	72	72	68.05555555555556	18.05555555555556
29466	Veillonella parvula	UP000007968	479436	Non-redundant	2	2	50.0	50.0
29484	Yersinia frederiksenii	UP000254835	29484	Non-redundant	3	3	100.0	100.0
29497	Vibrio splendidus	UP000005350	314291	Non-redundant	2	2	100.0	100.0
29507	Leptospira kirschneri	UP000012127	1193046	Representative	1	1	100.0	100.0
29518	Borreliella afzelii	UP000005216	390236	Non-redundant	7	9	100.0	44.44444444444444
29519	Borreliella garinii	UP000002276	290434	Non-redundant	6	33	100.0	15.151515151515152
29523	Bacteroides sp.	UP000262078	29523	Non-redundant	3	3	100.0	33.33333333333333
