Species Key	Species ID	Species Label	Active Taxa	Group
8400-Lithobates-catesbeianus-bullfrog	8400	Lithobates catesbeianus (bullfrog)	8400	vertebrate
8554-Heloderma-suspectum-Gila-monster	8554	Heloderma suspectum (Gila monster)	8554	vertebrate
8587-Ptyas-dhumnades	8587	Ptyas dhumnades	8587	vertebrate
8605-Acanthophis-antarcticus-common-death-adder	8605	Acanthophis antarcticus (common death adder)	8605	vertebrate
8613-Bungarus-fasciatus-banded-krait	8613	Bungarus fasciatus (banded krait)	8613	vertebrate
8616-Bungarus-multicinctus-many-banded-krait	8616	Bungarus multicinctus (many-banded krait)	8616	vertebrate
8623-Dendroaspis-jamesoni-Jamesons-mamba	8623	Dendroaspis jamesoni (Jameson's mamba)	8623	vertebrate
8624-Dendroaspis-polylepis	8624	Dendroaspis polylepis	8620, 8624	vertebrate
8628-Laticauda-colubrina-yellow-lipped-sea-krait	8628	Laticauda colubrina (yellow-lipped sea krait)	8628	vertebrate
8631-Laticauda-semifasciata-Erabu-sea-snake	8631	Laticauda semifasciata (Erabu sea snake)	8631	vertebrate
8644-Naja-mossambica-Mozambique-cobra	8644	Naja mossambica (Mozambique cobra)	8644	vertebrate
8649-Naja-kaouthia-monocled-cobra	8649	Naja kaouthia (monocled cobra)	8649	vertebrate
8654-Naja-nigricollis-black-necked-spitting-cobra	8654	Naja nigricollis (black-necked spitting cobra)	8654	vertebrate
8655-Naja-nivea-cape-cobra	8655	Naja nivea (cape cobra)	8655	vertebrate
8656-Naja-atra-Taiwan-cobra	8656	Naja atra (Taiwan cobra)	8656	vertebrate
8657-Naja-oxiana-Oxus-cobra	8657	Naja oxiana (Oxus cobra)	8657	vertebrate
8658-Naja-pallida-red-spitting-cobra	8658	Naja pallida (red spitting cobra)	8658	vertebrate
8663-Notechis-scutatus-common-tiger-snake	8663	Notechis scutatus (common tiger snake)	8663, 70142	vertebrate
8665-Ophiophagus-hannah-king-cobra	8665	Ophiophagus hannah (king cobra)	8665	vertebrate
8668-Oxyuranus-scutellatus	8668	Oxyuranus scutellatus	8667	vertebrate
8670-Pseudechis-australis-king-brown-snake	8670	Pseudechis australis (king brown snake)	8670	vertebrate
8671-Pseudechis-porphyriacus-red-bellied-black-snake	8671	Pseudechis porphyriacus (red-bellied black snake)	8671	vertebrate
8678-Aipysurus-laevis-olive-brown-sea-snake	8678	Aipysurus laevis (olive-brown sea snake)	8678	vertebrate
8692-Bitis-arietans-African-puff-adder	8692	Bitis arietans (African puff adder)	8692	vertebrate
8693-Bitis-caudalis-horned-adder	8693	Bitis caudalis (horned adder)	8693	vertebrate
8694-Bitis-gabonica-Gaboon-adder	8694	Bitis gabonica (Gaboon adder)	8694	vertebrate
8697-Cerastes-cerastes-horned-desert-viper	8697	Cerastes cerastes (horned desert viper)	8697	vertebrate
8704-Vipera-ammodytes-sand-viper	8704	Vipera ammodytes (sand viper)	8704	vertebrate
8706-Vipera-aspis-aspic-viper	8706	Vipera aspis (aspic viper)	8706, 194601	vertebrate
8722-Bothrops-asper-terciopelo	8722	Bothrops asper (terciopelo)	8722	vertebrate
8724-Bothrops-jararaca-jararaca	8724	Bothrops jararaca (jararaca)	8724	vertebrate
8725-Bothrops-atrox-common-lancehead	8725	Bothrops atrox (common lancehead)	8725	vertebrate
8726-Bothrops-jararacussu-jararacussu	8726	Bothrops jararacussu (jararacussu)	8726	vertebrate
8731-Crotalus-durissus-cascabel	8731	Crotalus durissus (cascabel)	8732	vertebrate
8752-Lachesis-muta-bushmaster	8752	Lachesis muta (bushmaster)	8753, 60219	vertebrate
8801-Struthio-camelus-ostrich	8801	Struthio camelus (ostrich)	8801	vertebrate
8839-Anas-platyrhynchos-duck	8839	Anas platyrhynchos (duck)	8839	vertebrate
8845-Anser-cygnoides-Chinese-goose	8845	Anser cygnoides (Chinese goose)	8845, 381198	vertebrate
8847-Anser-sp-goose	8847	Anser sp. (goose)	8847	vertebrate
8855-Cairina-moschata-muscovy	8855	Cairina moschata (muscovy)	8855, 1240228	vertebrate
8932-Columba-livia-carrier-pigeon	8932	Columba livia (carrier pigeon)	8932	vertebrate
8996-Numida-meleagris-helmeted-guineafowl	8996	Numida meleagris (helmeted guineafowl)	8996	vertebrate
9014-Colinus-virginianus-bobwhite-quail	9014	Colinus virginianus (bobwhite quail)	9014	vertebrate
9031-Gallus-gallus-chicken	9031	Gallus gallus (chicken)	9031	vertebrate
9054-Phasianus-colchicus-common-pheasant	9054	Phasianus colchicus (common pheasant)	9057	vertebrate
9085-Catreus-wallichii-cheer-pheasant	9085	Catreus wallichii (cheer pheasant)	9085	vertebrate
9091-Coturnix-coturnix-Common-quail	9091	Coturnix coturnix (Common quail)	9091	vertebrate
9103-Meleagris-gallopavo-common-turkey	9103	Meleagris gallopavo (common turkey)	9103	vertebrate
9135-Serinus-canaria-Atlantic-canary	9135	Serinus canaria (Atlantic canary)	9135	vertebrate
9258-Ornithorhynchus-anatinus-duck-billed-platypus	9258	Ornithorhynchus anatinus (duck-billed platypus)	9258	vertebrate
9305-Sarcophilus-harrisii-Tasmanian-devil	9305	Sarcophilus harrisii (Tasmanian devil)	9305	vertebrate
9310-Potorous-tridactylus-long-nosed-rat-kangaroo	9310	Potorous tridactylus (long-nosed rat kangaroo)	9310	vertebrate
9315-Notamacropus-eugenii-tammar-wallaby	9315	Notamacropus eugenii (tammar wallaby)	9315	vertebrate
9322-Macropus-sp-kangaroo	9322	Macropus sp. (kangaroo)	9322	vertebrate
9337-Trichosurus-vulpecula-common-brush-tailed-possum	9337	Trichosurus vulpecula (common brush-tailed possum)	9337	vertebrate
9402-Pteropus-alecto-black-flying-fox	9402	Pteropus alecto (black flying fox)	9402	vertebrate
9447-Lemur-catta-Ring-tailed-lemur	9447	Lemur catta (Ring-tailed lemur)	9447	vertebrate
9483-Callithrix-jacchus-common-marmoset	9483	Callithrix jacchus (common marmoset)	9483	vertebrate
9485-Callithrix-sp	9485	Callithrix sp.	9485	vertebrate
9488-Saguinus-mystax-black-chested-mustached-tamarin	9488	Saguinus mystax (black-chested mustached tamarin)	9488	vertebrate
9490-Saguinus-oedipus-cotton-top-tamarin	9490	Saguinus oedipus (cotton-top tamarin)	9490	vertebrate
9491-Saguinus-imperator-emperor-tamarin	9491	Saguinus imperator (emperor tamarin)	9491	vertebrate
9493-Cebuella-pygmaea-pygmy-marmoset	9493	Cebuella pygmaea (pygmy marmoset)	9493	vertebrate
9502-Alouatta-caraya-black-howler-monkey	9502	Alouatta caraya (black howler monkey)	9502	vertebrate
9505-Aotus-trivirgatus-night-monkey	9505	Aotus trivirgatus (night monkey)	9505	vertebrate
9509-Ateles-geoffroyi-Central-American-spider-monkey	9509	Ateles geoffroyi (Central American spider monkey)	9509	vertebrate
9510-Ateles-paniscus-red-faced-black-spider-monkey	9510	Ateles paniscus (red-faced black spider monkey)	9510	vertebrate
9511-Ateles-sp-spider-monkey	9511	Ateles sp. (spider monkey)	9511	vertebrate
9515-Sapajus-apella-black-capped-capuchin	9515	Sapajus apella (black-capped capuchin)	9515	vertebrate
9519-Lagothrix-lagotricha-Humboldts-woolly-monkey	9519	Lagothrix lagotricha (Humboldt's woolly monkey)	9519	vertebrate
9521-Saimiri-sciureus-South-American-squirrel-monkey	9521	Saimiri sciureus (South American squirrel monkey)	9521	vertebrate
9531-Cercocebus-atys-sooty-mangabey	9531	Cercocebus atys (sooty mangabey)	9531	vertebrate
9534-Chlorocebus-aethiops-African-green-monkey	9534	Chlorocebus aethiops (African green monkey)	9534	vertebrate
9538-Erythrocebus-patas-hussar	9538	Erythrocebus patas (hussar)	9538	vertebrate
9540-Macaca-arctoides-bear-macaque	9540	Macaca arctoides (bear macaque)	9540	vertebrate
9541-Macaca-fascicularis-crab-eating-macaque	9541	Macaca fascicularis (crab eating macaque)	9541, 1215360	vertebrate
9542-Macaca-fuscata-Japanese-monkey	9542	Macaca fuscata (Japanese monkey)	9542	vertebrate
9544-Macaca-mulatta-rhesus-macaque	9544	Macaca mulatta (rhesus macaque)	9544	vertebrate
9545-Macaca-nemestrina-pigtail-macaque	9545	Macaca nemestrina (pigtail macaque)	9545	vertebrate
9548-Macaca-radiata-bonnet-macaque	9548	Macaca radiata (bonnet macaque)	9548	vertebrate
9551-Macaca-assamensis-Assam-macaque	9551	Macaca assamensis (Assam macaque)	9551	vertebrate
9555-Papio-anubis-Doguera-baboon	9555	Papio anubis (Doguera baboon)	9555	vertebrate
9556-Papio-cynocephalus-baboon	9556	Papio cynocephalus (baboon)	9556	vertebrate
9557-Papio-hamadryas-baboon	9557	Papio hamadryas (baboon)	9557	vertebrate
9580-Hylobates-lar-white-handed-gibbon	9580	Hylobates lar (white-handed gibbon)	9580	vertebrate
9589-Hylobates-pileatus-pileated-gibbon	9589	Hylobates pileatus (pileated gibbon)	9589	vertebrate
9593-Gorilla-gorilla	9593	Gorilla gorilla	9593, 9595	vertebrate
9597-Pan-paniscus-bonobo	9597	Pan paniscus (bonobo)	9597	vertebrate
9598-Pan-troglodytes-chimpanzee	9598	Pan troglodytes (chimpanzee)	9598, 37011, 37012	vertebrate
9600-Pongo-pygmaeus-Bornean-orangutan	9600	Pongo pygmaeus (Bornean orangutan)	9600	vertebrate
9601-Pongo-abelii-Sumatran-orangutan	9601	Pongo abelii (Sumatran orangutan)	9601	vertebrate
9606-Homo-sapiens-human	9606	Homo sapiens (human)	9606, 63221	vertebrate
9612-Canis-lupus-wolf-or-dog	9612	Canis lupus (wolf or dog)	9612, 9615	vertebrate
9627-Vulpes-vulpes-silver-fox	9627	Vulpes vulpes (silver fox)	9627	vertebrate
9666-Mustela-lutreola-mink	9666	Mustela lutreola (mink)	9666	vertebrate
9668-Mustela-putorius-European-polecat	9668	Mustela putorius (European polecat)	9669	vertebrate
9685-Felis-catus-cat	9685	Felis catus (cat)	9685	vertebrate
9704-Zalophus-californianus-California-sealion	9704	Zalophus californianus (California sealion)	9704	vertebrate
9755-Physeter-catodon-sperm-whale	9755	Physeter catodon (sperm whale)	9755	vertebrate
9768-Balaenoptera-borealis-sei-whale	9768	Balaenoptera borealis (sei whale)	9768	vertebrate
9770-Balaenoptera-physalus-common-rorqual	9770	Balaenoptera physalus (common rorqual)	9770	vertebrate
9793-Equus-asinus-African-ass	9793	Equus asinus (African ass)	9793	vertebrate
9796-Equus-caballus-domestic-horse	9796	Equus caballus (domestic horse)	9796	vertebrate
9798-Equus-przewalskii-Przewalski-horse	9798	Equus przewalskii (Przewalski horse)	9798	vertebrate
9823-Sus-scrofa-pig	9823	Sus scrofa (pig)	9823, 9825, 10000187, 10001097	vertebrate
9837-Camelus-bactrianus-camel	9837	Camelus bactrianus (camel)	9837	vertebrate
9838-Camelus-dromedarius-camel	9838	Camelus dromedarius (camel)	9838	vertebrate
9844-Lama-glama-llama	9844	Lama glama (llama)	9844	vertebrate
9860-Cervus-elaphus-red-deer	9860	Cervus elaphus (red deer)	9860	vertebrate
9872-Odocoileus-hemionus-mule-deer	9872	Odocoileus hemionus (mule deer)	9872	vertebrate
9874-Odocoileus-virginianus-white-tailed-deer	9874	Odocoileus virginianus (white-tailed deer)	9874	vertebrate
9913-Bos-taurus-bovine	9913	Bos taurus (bovine)	9913	vertebrate
9915-Bos-indicus-Indicine-cattle	9915	Bos indicus (Indicine cattle)	9915	vertebrate
9925-Capra-hircus-domestic-goat	9925	Capra hircus (domestic goat)	9925	vertebrate
9940-Ovis-aries-domestic-sheep	9940	Ovis aries (domestic sheep)	9940	vertebrate
9978-Ochotona-princeps-southern-American-pika	9978	Ochotona princeps (southern American pika)	9978	vertebrate
9986-Oryctolagus-cuniculus-rabbit	9986	Oryctolagus cuniculus (rabbit)	9986, 568996	vertebrate
9995-Marmota-monax-groundhog	9995	Marmota monax (groundhog)	9995	vertebrate
10009-Tamiasciurus-hudsonicus-red-squirrel	10009	Tamiasciurus hudsonicus (red squirrel)	10009	vertebrate
10029-Cricetulus-griseus-Chinese-hamsters	10029	Cricetulus griseus (Chinese hamsters)	10029	vertebrate
10031-Cricetulus-sp	10031	Cricetulus sp.	10031	vertebrate
10032-Cricetulus-migratorius-gray-dwarf-hamster	10032	Cricetulus migratorius (gray dwarf hamster)	10032	vertebrate
10036-Mesocricetus-auratus-Syrian-golden-hamster	10036	Mesocricetus auratus (Syrian golden hamster)	10036	vertebrate
10041-Peromyscus-leucopus-white-footed-mouse	10041	Peromyscus leucopus (white-footed mouse)	10041	vertebrate
10042-Peromyscus-maniculatus-North-American-deer-mouse	10042	Peromyscus maniculatus (North American deer mouse)	10042	vertebrate
10047-Meriones-unguiculatus-Mongolian-jird	10047	Meriones unguiculatus (Mongolian jird)	10047	vertebrate
10060-Ondatra-zibethicus-muskrat	10060	Ondatra zibethicus (muskrat)	10060	vertebrate
10089-Mus-caroli-ricefield-mouse	10089	Mus caroli (ricefield mouse)	10089	vertebrate
10090-Mus-musculus-mouse	10090	Mus musculus (mouse)	10090, 10091, 10092, 35531, 39442, 46456, 57486, 10000000, 10000055, 10000067, 10000225, 10000632, 10001019	vertebrate
10093-Mus-pahari-Gairdners-shrew-mouse	10093	Mus pahari (Gairdner's shrew-mouse)	10093	vertebrate
10095-Mus-sp-mice	10095	Mus sp. (mice)	10095	vertebrate
10116-Rattus-norvegicus-brown-rat	10116	Rattus norvegicus (brown rat)	10116, 10000662, 10001133, 10001412	vertebrate
10117-Rattus-rattus-house-rat	10117	Rattus rattus (house rat)	10117	vertebrate
10118-Rattus-sp-rats	10118	Rattus sp. (rats)	10118	vertebrate
10141-Cavia-porcellus-guinea-pig	10141	Cavia porcellus (guinea pig)	10141	vertebrate
10149-Hydrochoerus-hydrochaeris-carpincho	10149	Hydrochoerus hydrochaeris (carpincho)	10149	vertebrate
10224-Saccoglossus-kowalevskii	10224	Saccoglossus kowalevskii	10224	other-eukaryote
10228-Trichoplax-adhaerens	10228	Trichoplax adhaerens	10228	other-eukaryote
10243-Cowpox-virus	10243	Cowpox virus	10243, 265872, 10000571	virus
10244-Monkeypox-virus-monkey-pox-virus	10244	Monkeypox virus (monkey pox virus)	10244, 10000386	virus
10245-Vaccinia-virus-vaccinia-virus-VV	10245	Vaccinia virus (vaccinia virus VV)	10245, 10247, 10248, 10249, 10251, 10252, 10253, 10254, 31531, 32605, 32606, 45417, 126794, 130666, 201444, 332193, 397342, 467144, 502057, 696871, 1651169, 10000388, 10001027, 10001973	virus
10255-Variola-virus-smallpox-virus	10255	Variola virus (smallpox virus)	10255, 12870, 53258, 587200, 10000390	virus
10258-Orf-virus-Contagious-pustular-dermatitis-virus	10258	Orf virus (Contagious pustular dermatitis virus)	10258, 75325	virus
10261-Fowlpox-virus-Avipoxvirus-clade-A1	10261	Fowlpox virus (Avipoxvirus clade A1)	10261, 10263, 928301	virus
10273-Myxoma-virus-myxoma-virus-MYX	10273	Myxoma virus (myxoma virus MYX)	10273	virus
10276-Swinepox-virus	10276	Swinepox virus	10276	virus
10298-Human-herpesvirus-1	10298	Human herpesvirus 1	10298, 10299, 10301, 10303, 10304, 10305, 10306, 10308, 10309, 37107, 10000394, 10000396, 10000398	virus
10310-Human-herpesvirus-2	10310	Human herpesvirus 2	10310, 10312, 10313, 10314, 10315	virus
10335-Human-herpesvirus-3-Varicella-zoster-virus	10335	Human herpesvirus 3 (Varicella-zoster virus)	10335, 10338, 154633, 341980, 10000406	virus
10368-Human-betaherpesvirus-6-Herpesvirus-type-6	10368	Human betaherpesvirus 6 (Herpesvirus type 6)	10368	virus
10373-Macaca-mulatta-cytomegalovirus	10373	Macaca mulatta cytomegalovirus	10373	virus
10376-Human-herpesvirus-4-Epstein-Barr-virus	10376	Human herpesvirus 4 (Epstein Barr virus)	10376, 10377, 10378, 12509, 31525, 36352, 82829, 82830, 10000420, 10000421, 10000424, 10000427, 10000429	virus
10406-Ground-squirrel-hepatitis-virus-Ground-squirrel-hepatitis-B-virus	10406	Ground squirrel hepatitis virus (Ground squirrel hepatitis B virus)	10406	virus
10407-Hepatitis-B-virus-Human-hepatitis-B-virus	10407	Hepatitis B virus (Human hepatitis B virus)	10407, 10408, 10409, 10410, 10411, 10412, 10413, 10414, 10415, 10418, 10419, 31512, 31514, 31515, 45410, 106820, 106821, 391646, 391647, 391650, 391651, 480116, 482133, 482134, 489449, 489450, 489451, 489454, 489455, 489459, 489460, 489462, 489463, 489464, 489469, 489470, 489471, 489472, 489495, 489496, 489498, 489501, 489503, 489538, 489544, 490133, 928302, 1219350, 1219353, 2764122, 2847137, 2847138, 2847139, 2847140, 2847141, 10000431, 10000432, 10000436, 10000437, 10001156	virus
10469-unidentified-baculovirus-Baculovirus	10469	unidentified baculovirus (Baculovirus)	10469	virus
10497-African-swine-fever-virus-African-swine-fever-virus-ASF	10497	African swine fever virus (African swine fever virus ASF)	10497, 10498, 10500, 82815, 443877, 443878, 561444, 561445, 874269, 10002450, 10002502, 10002570, 10002870	virus
10535-unidentified-adenovirus-Adenovirus	10535	unidentified adenovirus (Adenovirus)	10535	virus
10537-Canine-mastadenovirus-A-Canine-adenovirus	10537	Canine mastadenovirus A (Canine adenovirus)	10514	virus
10561-Xipapillomavirus-1-Bovine-papillomavirus---3	10561	Xipapillomavirus 1 (Bovine papillomavirus - 3)	10562, 453461	virus
10566-Human-papillomavirus-Human-Papilloma-Virus	10566	Human papillomavirus (Human Papilloma Virus)	10566, 37754	virus
10571-Bovine-papillomavirus	10571	Bovine papillomavirus	10571	virus
10577-Chaffinch-papillomavirus-Avian-papillomavirus	10577	Chaffinch papillomavirus (Avian papillomavirus)	10577	virus
10623-Kappapapillomavirus-2-Cottontail-rabbit-SHOPE-PAPILLOMAVIRUS	10623	Kappapapillomavirus 2 (Cottontail rabbit (SHOPE) PAPILLOMAVIRUS)	10623	virus
10665-Tequatrovirus-T4-Escherichia-virus-T4	10665	Tequatrovirus T4 (Escherichia virus T4)	10665, 857277	virus
10678-Punavirus-P1-Escherichia-virus-P1	10678	Punavirus P1 (Escherichia virus P1)	10678	virus
10703-Corynephage-beta-Corynebacteriophage-beta	10703	Corynephage beta (Corynebacteriophage beta)	10703	virus
10710-Lambdavirus-lambda-Escherichia-virus-Lambda	10710	Lambdavirus lambda (Escherichia virus Lambda)	10710	virus
10714-Corynephage-omega-Corynebacteriophage-omega	10714	Corynephage omega (Corynebacteriophage omega)	10714	virus
10754-Lederbergvirus-P22-Salmonella-virus-P22	10754	Lederbergvirus P22 (Salmonella virus P22)	10754, 1654887	virus
10847-Sinsheimervirus-phiX174-Escherichia-virus-phiX174	10847	Sinsheimervirus phiX174 (Escherichia virus phiX174)	10847	virus
10864-Enterobacteria-phage-fd-Bacteriophage-fd	10864	Enterobacteria phage fd (Bacteriophage fd)	10864	virus
10879-Cystovirus-phi6-Pseudomonas-virus-phi6	10879	Cystovirus phi6 (Pseudomonas virus phi6)	10879	virus
10891-Reovirus-sp-Reovirus	10891	Reovirus sp. (Reovirus)	10891	virus
11020-Barmah-Forest-virus	11020	Barmah Forest virus	11020	virus
11021-Eastern-equine-encephalitis-virus-Eastern-equine-encephalomyelitis-virus	11021	Eastern equine encephalitis virus (Eastern equine encephalomyelitis virus)	11021, 11022, 10000439, 10002361	virus
11029-Ross-River-virus	11029	Ross River virus	11029, 11031, 11032	virus
11033-Semliki-Forest-virus	11033	Semliki Forest virus	11033	virus
11034-Sindbis-virus	11034	Sindbis virus	11034, 31699, 44419, 48540	virus
11036-Venezuelan-equine-encephalitis-virus-Venezuelan-equine-encephalitis-VEE	11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	11036, 11037, 11038, 36382, 36385	virus
11039-Western-equine-encephalitis-virus	11039	Western equine encephalitis virus	11039	virus
11137-Human-coronavirus-229E-Coronavirus-229E	11137	Human coronavirus 229E (Coronavirus 229E)	11137, 1176035, 1699095, 1739614, 1895985, 10002665	virus
11276-Vesicular-stomatitis-virus-vesicular-stomatitis-virus-VSV	11276	Vesicular stomatitis virus (vesicular stomatitis virus VSV)	11276	virus
11292-Lyssavirus-rabies-Rabies-lyssavirus	11292	Lyssavirus rabies (Rabies lyssavirus)	11292, 11293, 11294, 11295, 11296, 11297, 11298, 11300, 31613, 37132, 39005, 103929, 445793, 10000467, 10000470, 10000471	virus
11309-unidentified-influenza-virus-Influenza-virus	11309	unidentified influenza virus (Influenza virus)	11309	virus
11318-Thogotovirus-dhoriense-Dhori-thogotovirus	11318	Thogotovirus dhoriense (Dhori thogotovirus)	11318, 11319	virus
